Etablissement;Adresse;"Code postal";Ville;"url du site";"borne connectée / déconnectée";icone;"Latitude longitude"
JINWANG;"218 avenue Marie Curie";7800;"La Voulte-sur-Rhône";http://jinwang.eu/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.780713,44.7996]}"
Jaco'pain;"140, rue du Vercors Le village";26190;"SAINT THOMAS EN ROYANS";http://www.jacopain.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.295885,45.047461]}"
"Gîte Mas de la combe";"175 chemin de la combe";26780;Allan;masdelacombe.voila.net;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.797474,44.501135]}"
"Domaine des Bridoux";"Route de Villedieu";26110;"Mirabelle aux baronnies";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.065684,44.308387]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Société Fontaine de Rocoule";"30 Rue des granges";26160;"Rochefort en Valdaine";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.861241,44.515909]}"
"Mairie de Grimaud";"place de la mairie";83310;Grimaud;http://www.mairie-grimaud.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[6.522752,43.274524]}"
"Gîtes de Grange Rouge";"Quartier Aurouze";26400;SAOÛ;http://drome-gite.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.086781,44.634869]}"
"Congrès ANMSM";"Palais des Rois Sardes - 8 Rue de la Préfecture";6300;Nice;;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[7.275118,43.696346]}"
"Fédération du batiment 26";"57 Avenue Lautagne";26000;Valence;http://www.btp0726.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.906547,44.905911]}"
"Mairie de lempdes";"Avenue de la gare";43410;lempdes;www.cc-auzon.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[3.270203,45.383676]}"
"Mairie de Chassignoles";"Le bourg";43440;Chassignoles;www.cc-auzon.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[3.49233,45.397459]}"
"Mairie de Saint-Vert";"Le bourg";43440;Saint-Vert;www.cc-auzon.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[3.531838,45.371994]}"
;"Le Village";26110;Saint-Ferréol-Trente-Pas;www.saint-ferreol-trente-pas.fr/services.html;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.220281,44.428655]}"
"Gite Mr Delage";"1445 route de Upie";26400;"Vaunaveys la Rochette";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.030285,44.769052]}"
"Gite maison de l'étang";"220 Le Village";26300;Barbières;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.140506,44.956153]}"
"Gite Au Chant du Torensson";"Le Village";7340;"Saint Etienne de Valoux";;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.7802,45.245914]}"
"Université du Vin";"Château de Suze";26790;Suze-la-Rousse;http://www.universite-du-vin.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.837275,44.290112]}"
"Agence de Développement Touristique de la Drôme";"8, rue Baudin";26000;Valence;http://www.ladrometourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.897244,44.933249]}"
