Horodate;Mois;Injection RTE (W);Refoulement RTE (W);Pertes modélisées (W);Consommations totale (W);Consommation HTA télérelevée à courbe de charge (W);Consommation totale profilée (W);Consommation HTA profilée (W);Consommation PME-PMI profilée (W);Consommation professionnelle profilée (W);Consommation résidentielle profilée (W);Production décentralisée totale (W);Production décentralisée télérelevée à courbe de charge (W);Production décentralisée profilée (W);Production photovoltaïque profilée (W);Production autre profilée (W);Température réalisée lissée (°Celcius);Température normale lissée (°Celcius);Production éolienne totale (W);Production photovoltaïque totale (W);Pseudo rayonnement;Consommation HTA totale (W);Soutirage net vers autres GRD (W)
2017-03-01T02:00:00+01:00;3;43701722000.0;4127932000.0;2975963929.0;46510369805.0;10878428145.0;35631941660.0;1500119027.0;4584804655.0;5435252985.0;24111764993.0;10372005644.0;10349988333.0;22017311.0;0.0;99301.0;7.6;7.0;7528034000.0;26333.0;;12378547172.0;459461910.0
2017-03-01T03:00:00+01:00;3;41248221000.0;4092157000.0;2758259485.0;44044326416.0;10891484056.0;33152842360.0;1572260731.0;4879733263.0;5521188880.0;21179659486.0;10075523818.0;10053619000.0;21904818.0;0.0;99301.0;7.6;7.0;7238387000.0;27667.0;;12463744787.0;429001917.0
2017-03-01T08:00:00+01:00;3;52159989000.0;2619103000.0;3786775308.0;53969177022.0;15016061751.0;38953115271.0;2335833760.0;7910908326.0;6303292447.0;22403080738.0;8706506167.0;8546263333.0;160242834.0;138045323.0;99301.0;7.4;6.5;5643610333.0;274123656.0;;17351895511.0;491439836.0
2017-03-01T08:30:00+01:00;3;52585827000.0;2602812000.0;3830067587.0;54744533165.0;15314119126.0;39430414039.0;2327974494.0;8389083506.0;6677583389.0;22035772650.0;9100979738.0;8777194667.0;323785071.0;301203426.0;99301.0;7.5;6.6;5717102000.0;616250759.0;;17642093620.0;509393986.0
2017-03-01T09:00:00+01:00;3;52780786000.0;2674358000.0;3849966908.0;55248823525.0;15442845469.0;39805978056.0;2381383911.0;8719473445.0;7209734223.0;21495386476.0;9505265520.0;9017699333.0;487566187.0;464736347.0;99301.0;7.6;6.6;5803978667.0;948635680.0;;17824229380.0;512903087.0
2017-03-01T11:00:00+01:00;3;52320365000.0;2932663000.0;3803051919.0;55979974198.0;15678122615.0;40301851583.0;2371456080.0;8810710227.0;7755149511.0;21364535766.0;10904694518.0;9718109667.0;1186584851.0;1163846141.0;99301.0;8.2;7.3;6111223667.0;2068413808.0;;18049578695.0;509370400.0
2017-03-01T12:00:00+01:00;3;52266915000.0;3013855000.0;3797623529.0;56303408243.0;15105424757.0;41197983486.0;2147059296.0;7799770069.0;7233888294.0;24017265826.0;11327314439.0;9977817667.0;1349496772.0;1326666908.0;99301.0;8.5;7.8;6162887000.0;2416325241.0;;17252484053.0;479342667.0
2017-03-01T12:30:00+01:00;3;52572554000.0;2979152000.0;3828714627.0;56567952540.0;14846121256.0;41721831284.0;2161910059.0;7367744184.0;6997891545.0;25194285496.0;11293050261.0;9954807000.0;1338243261.0;1315459861.0;99301.0;8.7;8.1;6099837667.0;2434083194.0;;17008031315.0;489785094.0
2017-03-01T14:30:00+01:00;3;49791934000.0;2945342000.0;3550351943.0;53299470835.0;15159583138.0;38139887697.0;2287137745.0;8164226813.0;6751962136.0;20936561003.0;10473054549.0;9418532000.0;1054522549.0;1031872862.0;99301.0;9.2;8.6;5639366333.0;2093308862.0;;17446720883.0;469823770.0
2017-03-01T16:00:00+01:00;3;47674420000.0;3274913000.0;3345146941.0;50823934730.0;14621920399.0;36202014331.0;2258896927.0;8204011175.0;6911240147.0;18827866082.0;10220036851.0;9673361333.0;546675518.0;523732637.0;99301.0;9.5;8.9;6204617000.0;1256884970.0;;16880817326.0;450462180.0
2017-03-01T20:30:00+01:00;3;48753303000.0;4170061000.0;3448967820.0;51140344558.0;11838058190.0;39302286368.0;1707790733.0;5338208090.0;6106892017.0;26149395528.0;10460370358.0;10436729000.0;23641358.0;0.0;99301.0;8.8;7.4;7622750333.0;26000.0;;13545848923.0;454299980.0
2017-03-01T22:30:00+01:00;3;47895786000.0;3985850000.0;3366324981.0;50213212091.0;11149835085.0;39063377006.0;1559966630.0;4757645421.0;5480044270.0;27265720685.0;10125688660.0;10102588667.0;23099993.0;0.0;99301.0;8.4;7.2;7324603333.0;26667.0;;12709801715.0;456087587.0
2017-03-02T01:00:00+01:00;3;43022961000.0;3924142000.0;2914949084.0;45588994130.0;10743627872.0;34845366258.0;1482719890.0;4525384397.0;5425434903.0;23411827068.0;9855604332.0;9833498333.0;22105999.0;0.0;99303.0;8.3;7.1;7063814667.0;24000.0;;12226347762.0;450480117.0
2017-03-02T04:00:00+01:00;3;38752583000.0;3676517000.0;2544884538.0;41330522933.0;10954495799.0;30376027134.0;1561610860.0;4812870137.0;5174419751.0;18827126386.0;9186293665.0;9164391667.0;21901998.0;0.0;99303.0;8.1;7.0;6421757000.0;27333.0;;12516106659.0;386952193.0
2017-03-02T08:30:00+01:00;3;51065631000.0;2609166000.0;3676605560.0;52840065477.0;15260922558.0;37579142919.0;2268268191.0;8301900027.0;6514650362.0;20494324338.0;8548687947.0;8224839667.0;323848280.0;301180341.0;99303.0;7.9;6.6;5197023333.0;636282341.0;;17529190749.0;488481910.0
2017-03-02T11:30:00+01:00;3;47921352000.0;2937651000.0;3368774999.0;51330477650.0;15300191068.0;36030286582.0;2155299133.0;8024774419.0;7056426662.0;18793786369.0;10181777407.0;8912957667.0;1268819740.0;1245835702.0;99303.0;9.0;7.7;4917050000.0;2567334369.0;;17455490201.0;466225757.0
2017-03-02T13:00:00+01:00;3;46274159000.0;2925049000.0;3212667575.0;49976065218.0;14583345123.0;35392720095.0;2007477859.0;6944181605.0;6088664315.0;20352396316.0;10278836706.0;8952643667.0;1326193039.0;1303140921.0;99303.0;9.8;8.5;4793120667.0;2762970921.0;;16590822982.0;439213913.0
2017-03-02T14:00:00+01:00;3;45056900000.0;2692348000.0;3099583488.0;48530601340.0;14820593606.0;33710007734.0;2044616187.0;7433575608.0;5925473856.0;18306342082.0;9701075774.0;8500003333.0;1201072441.0;1177998915.0;99303.0;10.0;8.6;4454098667.0;2536119915.0;;16865209793.0;435442946.0
2017-03-02T14:30:00+01:00;3;43647594000.0;2539245000.0;2971076196.0;46991473257.0;14717900430.0;32273572827.0;2039893842.0;7408311406.0;5946874342.0;16878493238.0;9266816734.0;8211903000.0;1054913734.0;1031793775.0;99303.0;10.1;8.7;4241140667.0;2303088442.0;;16757794272.0;412616280.0
2017-03-02T19:30:00+01:00;3;52206385000.0;387866000.0;3791480599.0;51880301040.0;12586339482.0;39293961558.0;1687611004.0;5691716229.0;6319108441.0;25595525884.0;4386272702.0;4358144333.0;28128369.0;4759819.0;99303.0;8.9;7.7;1546191000.0;4852486.0;;14273950486.0;533010063.0
2017-03-02T21:00:00+01:00;3;46984694000.0;447776000.0;3279571494.0;47276355221.0;11308219212.0;35968136009.0;1497602837.0;4802949001.0;5557893787.0;24109690383.0;4490319675.0;4467290667.0;23029008.0;0.0;99303.0;8.5;7.4;1665133000.0;27000.0;;12805822049.0;471310960.0
2017-03-02T21:30:00+01:00;3;45593826000.0;472766000.0;3149225610.0;46066105711.0;11126970285.0;34939135426.0;1496962076.0;4641993125.0;5356468575.0;23443711650.0;4546117465.0;4523133000.0;22984465.0;0.0;99303.0;8.4;7.3;1722335000.0;27333.0;;12623932361.0;451846143.0
2017-03-03T00:00:00+01:00;3;46626033000.0;475785000.0;3245717561.0;47071615452.0;10830870823.0;36240744629.0;1479269710.0;4553002919.0;5590134230.0;24618337769.0;4677759696.0;4654977333.0;22782363.0;0.0;99300.0;8.3;7.2;1874138333.0;27000.0;;12310140533.0;510674683.0
2017-03-03T02:00:00+01:00;3;42565830000.0;800240000.0;2874196090.0;43774069158.0;10671398423.0;33102670735.0;1371544745.0;4275233036.0;5069977238.0;22385915716.0;5337183035.0;5314490000.0;22693035.0;0.0;99300.0;8.3;7.1;2549647000.0;26333.0;;12042943168.0;454507787.0
2017-03-03T02:30:00+01:00;3;40721163000.0;975269000.0;2712518691.0;42251996709.0;10636931106.0;31615065603.0;1395067579.0;4388347871.0;5049631388.0;20782018765.0;5647087597.0;5624507000.0;22580597.0;0.0;99300.0;8.2;7.1;2863848000.0;30000.0;;12031998685.0;428466197.0
2017-03-03T03:00:00+01:00;3;39434009000.0;1270781000.0;2602338312.0;41202159550.0;10678631228.0;30523528322.0;1405174788.0;4445616376.0;5057144290.0;19615592867.0;6054009678.0;6031497000.0;22512678.0;0.0;99300.0;8.2;7.1;3270050333.0;25333.0;;12083806016.0;412739816.0
2017-03-03T03:30:00+01:00;3;38322098000.0;1577148000.0;2508901296.0;40269884577.0;10717380038.0;29552504539.0;1426265666.0;4539703425.0;5033175243.0;18553360206.0;6426737767.0;6404316333.0;22421434.0;0.0;99300.0;8.2;7.1;3643018000.0;31000.0;;12143645704.0;392901893.0
2017-03-03T06:00:00+01:00;3;43238239000.0;2239432000.0;2934235567.0;45275543838.0;12667479303.0;32608064535.0;1750830872.0;5421188437.0;5205711311.0;20230333914.0;7636163986.0;7613832000.0;22331986.0;0.0;99300.0;8.1;6.9;4864038667.0;28667.0;;14418310175.0;425191580.0
2017-03-03T11:00:00+01:00;3;47946277000.0;1786039000.0;3371164413.0;51124812369.0;15068418055.0;36056394314.0;2117417761.0;8229600718.0;7113017039.0;18596358796.0;8803704479.0;7617164000.0;1186540479.0;1163734958.0;99300.0;9.5;7.5;3862595667.0;2181550291.0;;17185835816.0;467965697.0
2017-03-03T15:30:00+01:00;3;41151041000.0;2629620000.0;2749798417.0;44497132550.0;13533469016.0;30963663534.0;1977666057.0;7361604158.0;5980841293.0;15643552026.0;9113716064.0;8386659667.0;727056397.0;704814648.0;99300.0;11.6;9.0;4914621000.0;1435699648.0;;15511135073.0;388206097.0
2017-03-03T16:00:00+01:00;3;40726019000.0;2530103000.0;2712938463.0;43756290001.0;13255752868.0;30500537133.0;1918642900.0;7335592957.0;6051133792.0;15195167485.0;8659695171.0;8113724333.0;545970838.0;523682605.0;99300.0;11.8;9.1;4824067000.0;1068437938.0;;15174395768.0;386382706.0
2017-03-03T18:30:00+01:00;3;46264288000.0;2303493000.0;3211742768.0;47876629236.0;12088355469.0;35788273767.0;1632025946.0;6442238143.0;6447233827.0;21266775851.0;7594834460.0;7537367667.0;57466793.0;34255056.0;99300.0;10.9;8.2;4752203667.0;34899389.0;;13720381415.0;467257456.0
2017-03-03T19:00:00+01:00;3;48075173000.0;2473173000.0;3383533862.0;49595852471.0;11881307642.0;37714544829.0;1534871005.0;6106666599.0;6379921814.0;23693085412.0;7865994316.0;7833390000.0;32604316.0;9481979.0;99300.0;10.7;8.0;5047884667.0;9646646.0;;13416178647.0;488607983.0
2017-03-04T01:00:00+01:00;3;39919196000.0;2666524000.0;3035785414.0;41251816319.0;9576343648.0;31675472671.0;1221667765.0;4245054340.0;4886497637.0;21322252930.0;7457588861.0;7435368667.0;22220194.0;0.0;99300.0;9.8;7.2;4689791000.0;24333.0;;10798011413.0;422659127.0
2017-03-04T01:30:00+01:00;3;39136407000.0;2518176000.0;2962182053.0;40552973987.0;9475629010.0;31077344977.0;1199235667.0;4143142238.0;4803130787.0;20931836285.0;7296985296.0;7274608000.0;22377296.0;0.0;99300.0;9.8;7.2;4529862333.0;24333.0;;10674864677.0;400060256.0
2017-03-04T04:30:00+01:00;3;33713959000.0;1834666000.0;2466014184.0;35284596010.0;9114496841.0;26170099169.0;1204905069.0;4620322711.0;4640316074.0;15704555315.0;6212547365.0;6190350667.0;22196698.0;0.0;99300.0;9.7;7.1;3442927000.0;25333.0;;10319401910.0;341230170.0
2017-03-04T06:30:00+01:00;3;36708699000.0;1528326000.0;2737082711.0;37910935598.0;9549591464.0;28361344134.0;1173037377.0;5116422511.0;4713461915.0;17358422331.0;5848938922.0;5822636000.0;26302922.0;4422561.0;99300.0;9.5;6.9;3148865000.0;4456228.0;;10722628841.0;381293613.0
2017-03-04T08:00:00+01:00;3;39340498000.0;1362493000.0;2981324083.0;40359940420.0;9707557277.0;30652383143.0;1176192169.0;5443228120.0;4633764632.0;19399198223.0;5756609700.0;5596173000.0;160436700.0;138036367.0;99300.0;9.1;6.7;2813213333.0;199582367.0;;10883749446.0;393350197.0
2017-03-04T09:00:00+01:00;3;42505544000.0;885504000.0;3282517236.0;43421690472.0;9893460283.0;33528230189.0;1179409044.0;5975741564.0;5350116620.0;21022962961.0;5514936449.0;5027401000.0;487535449.0;464706195.0;99300.0;8.9;6.8;2048057667.0;699722862.0;;11072869327.0;430768740.0
2017-03-04T09:30:00+01:00;3;43373952000.0;868710000.0;3366581986.0;44417819519.0;9944041047.0;34473778472.0;1165759495.0;6043106642.0;5566538394.0;21698373941.0;5720755069.0;5037495333.0;683259736.0;660385769.0;99300.0;8.8;7.0;1944882000.0;996076769.0;;11109800542.0;441595564.0
2017-03-04T14:30:00+01:00;3;40445090000.0;2024255000.0;3085513687.0;43395864258.0;9308625804.0;34087238454.0;1086538803.0;5560083930.0;5077079253.0;22363536468.0;8455178828.0;7400521667.0;1054657161.0;1031805915.0;99300.0;9.0;8.9;3805362000.0;1844830582.0;;10395164607.0;394635883.0
2017-03-04T16:30:00+01:00;3;38959873000.0;2162200000.0;2945651975.0;41169530579.0;9134378573.0;32035152006.0;1110492143.0;5699369133.0;5169741462.0;20055549268.0;7703073792.0;7306959333.0;396114459.0;373444030.0;99300.0;8.8;9.0;4083804333.0;811727697.0;;10244870716.0;385564237.0
2017-03-04T21:00:00+01:00;3;42836723000.0;2573058000.0;3314504069.0;44519328048.0;8434089258.0;36085238790.0;1038921272.0;4764411509.0;5585455746.0;24696450263.0;7981631057.0;7958396667.0;23234390.0;0.0;99300.0;8.3;7.6;5163717000.0;23333.0;;9473010530.0;411463940.0
2017-03-05T03:30:00+01:00;3;36514774000.0;2384680000.0;2719308640.0;38598021490.0;8067466989.0;30530554501.0;1074216464.0;4491220289.0;5002868649.0;19962249099.0;7553260750.0;7531347333.0;21913417.0;0.0;101125.0;8.3;7.2;4767241000.0;22667.0;;9141683453.0;366024620.0
2017-03-05T10:30:00+01:00;3;41601584000.0;4824675000.0;3195662750.0;45643301972.0;8544244275.0;37099057697.0;1026893876.0;5107613444.0;4901400398.0;26063149978.0;12469218582.0;11436744333.0;1032474249.0;1010116489.0;101125.0;8.0;7.4;8032799667.0;1682278489.0;;9571138151.0;407162860.0
2017-03-05T12:30:00+01:00;3;44519000000.0;4802139000.0;3478364361.0;48815953050.0;8440600078.0;40375352972.0;1034461023.0;4939147232.0;4865496615.0;29536248101.0;12988942451.0;11651085000.0;1337857451.0;1315388976.0;101125.0;8.6;8.4;8220186333.0;2031890309.0;;9475061101.0;411486040.0
2017-03-05T14:30:00+01:00;3;38878350000.0;4887793000.0;2938026982.0;42802963653.0;8252923848.0;34550039805.0;1048631296.0;4845259716.0;4406565178.0;24249583615.0;12121647908.0;11067562000.0;1054085908.0;1031817259.0;101125.0;8.9;8.9;7711747667.0;1679832592.0;;9301555144.0;371214273.0
2017-03-05T16:00:00+01:00;3;36839634000.0;5083215000.0;2749100779.0;40355524584.0;8189744484.0;32165780100.0;1060222543.0;4881375110.0;4367630779.0;21856551668.0;11721571579.0;11175464667.0;546106912.0;523704415.0;101125.0;9.1;9.2;8038720000.0;958968082.0;;9249967027.0;373365216.0
2017-03-05T18:00:00+01:00;3;39813742000.0;4608067000.0;3025840823.0;42450139435.0;8225307964.0;34224831471.0;1070971235.0;4954986382.0;4796518692.0;23402355162.0;10667506069.0;10586051667.0;81454402.0;59030591.0;101125.0;8.7;8.5;7778604000.0;111336591.0;;9296279199.0;397200810.0
2017-03-05T22:00:00+01:00;3;42495145000.0;4317702000.0;3281514297.0;44775543703.0;8588495143.0;36187048560.0;1176531358.0;4946924113.0;5360486393.0;24703106696.0;10282960574.0;10260269333.0;22691241.0;0.0;101125.0;8.2;7.5;7506660000.0;25667.0;;9765026501.0;403345574.0
2017-03-05T23:00:00+01:00;3;45039897000.0;4353171000.0;3529568642.0;47104701433.0;8593285878.0;38511415555.0;1126883602.0;4551050331.0;5120097352.0;27713384269.0;10396690302.0;10374111667.0;22578635.0;0.0;101125.0;8.2;7.5;7629769333.0;28000.0;;9720169480.0;449146226.0
2017-03-06T04:30:00+01:00;3;37403920000.0;3496157000.0;2432961850.0;39590647421.0;9613281561.0;29977365860.0;1384316721.0;5030787868.0;5122337791.0;18439923480.0;8491744258.0;8469149667.0;22594591.0;0.0;118647.0;8.1;7.2;5738483333.0;25667.0;;10997598282.0;375897987.0
2017-03-06T06:30:00+01:00;3;46288472000.0;2178891000.0;3214008776.0;47866931306.0;12601614909.0;35265316397.0;1802986148.0;6163282183.0;5290096098.0;22008951968.0;7426846217.0;7398952667.0;27893550.0;5207769.0;118647.0;8.1;7.0;4662738000.0;5239436.0;;14404601057.0;455487134.0
2017-03-06T14:00:00+01:00;3;49662911000.0;1824654000.0;3537680926.0;52421896289.0;14785628784.0;37636267505.0;2156731581.0;8072602463.0;6104921586.0;21302011875.0;8570747662.0;7277654000.0;1293093662.0;1270133733.0;118647.0;8.7;8.9;3801519667.0;2240928733.0;;16942360365.0;449427446.0
2017-03-06T19:30:00+01:00;3;53845443000.0;2656908000.0;3959511702.0;55445141641.0;12726024741.0;42719116900.0;1858293812.0;6294551202.0;6445821180.0;28120450706.0;8732093223.0;8700635333.0;31457890.0;8542240.0;118647.0;8.2;8.1;6042724000.0;8575907.0;;14584318553.0;515974880.0
2017-03-07T00:30:00+01:00;3;44956591000.0;1965332000.0;3090351057.0;46715310571.0;10803383440.0;35911927131.0;1548708984.0;4801870006.0;5711018077.0;23850330064.0;7291577419.0;7268685667.0;22891752.0;0.0;118622.0;8.0;7.5;4611249333.0;27000.0;;12352092424.0;477174790.0
2017-03-07T01:30:00+01:00;3;43830391000.0;1800843000.0;2987598045.0;45518262956.0;10723818362.0;34794444594.0;1453331291.0;4567371915.0;5358822841.0;23414918547.0;6936907252.0;6913924667.0;22982585.0;0.0;118622.0;7.9;7.4;4247224000.0;30000.0;;12177149653.0;460594250.0
2017-03-07T03:30:00+01:00;3;40364149000.0;1734618000.0;2681741368.0;41994220701.0;10804512428.0;31189708273.0;1537739748.0;4921542575.0;5285219315.0;19445206635.0;6466949667.0;6444217333.0;22732334.0;0.0;118622.0;7.9;7.3;3791645000.0;26667.0;;12342252176.0;420518597.0
2017-03-07T05:30:00+01:00;3;43393279000.0;1270404000.0;2948162910.0;44378007980.0;12307018716.0;32070989264.0;1742065309.0;5670753963.0;5336312165.0;19321857827.0;5657069560.0;5634496333.0;22573227.0;0.0;118622.0;7.8;7.2;3002434667.0;29333.0;;14049084025.0;453773670.0
2017-03-07T07:00:00+01:00;3;51491001000.0;1108193000.0;3719241948.0;51645201304.0;14008583312.0;37636617992.0;2156696068.0;6728172607.0;5507112355.0;23244636961.0;5485852792.0;5453010000.0;32842792.0;10042591.0;118622.0;7.7;6.9;2827015333.0;13730591.0;;16165279380.0;504217540.0
2017-03-07T07:30:00+01:00;3;52322766000.0;1034114000.0;3803295853.0;52451540745.0;14507821809.0;37943718936.0;2141902813.0;7367993086.0;5678717910.0;22755105127.0;5474667239.0;5366837333.0;107829906.0;85212137.0;118622.0;7.7;6.9;2704069000.0;132444804.0;;16649724622.0;508482640.0
2017-03-07T08:30:00+01:00;3;53319973000.0;895785000.0;3905259909.0;53552325046.0;15126142974.0;38426182072.0;2322963963.0;8673097251.0;6640045914.0;20790074943.0;5551602626.0;5189622000.0;361980626.0;338974932.0;118622.0;7.7;7.0;2302682667.0;637641599.0;;17449106937.0;518205670.0
2017-03-07T15:00:00+01:00;3;49458721000.0;727908000.0;3517672398.0;50799259662.0;14915007249.0;35884252413.0;2262028850.0;8301759727.0;6721974292.0;18598489544.0;6061584286.0;5042939333.0;1018644953.0;995752915.0;118622.0;8.9;9.2;1722306333.0;1642214248.0;;17177036099.0;475465226.0
2017-03-07T18:30:00+01:00;3;54469686000.0;310482000.0;4024430081.0;53352718997.0;13244192950.0;40108526047.0;1896098639.0;6983804561.0;7029939385.0;24198683462.0;3762944949.0;3682653000.0;80291949.0;56920509.0;118622.0;8.4;8.5;902828667.0;57761176.0;;15140291589.0;544999870.0
2017-03-07T19:00:00+01:00;3;57093659000.0;293801000.0;4302878877.0;55658835776.0;13141663766.0;42517172010.0;1859168899.0;6765944475.0;6966541584.0;26925517052.0;3738734234.0;3698329333.0;40404901.0;17124867.0;118622.0;8.3;8.3;911449667.0;17163200.0;;15000832665.0;576877580.0
2017-03-07T22:00:00+01:00;3;48736179000.0;343410000.0;3447308101.0;48293529128.0;11326134553.0;36967394575.0;1604107798.0;5078957558.0;5612319369.0;24672009849.0;3853679552.0;3830193667.0;23485885.0;0.0;118622.0;7.8;7.6;1060642667.0;27333.0;;12930242351.0;505611323.0
2017-03-08T00:00:00+01:00;3;48898009000.0;508538000.0;3463008537.0;49073460061.0;11037727295.0;38035732766.0;1557158201.0;4742010886.0;5844425323.0;25892138356.0;4692130822.0;4669580667.0;22550155.0;0.0;118621.0;7.8;7.6;1907957667.0;30333.0;;12594885496.0;545133223.0
2017-03-08T01:30:00+01:00;3;44368469000.0;963378000.0;3036484854.0;45449446889.0;10864114398.0;34585332491.0;1452967460.0;4462822181.0;5380686423.0;23288856427.0;5568029783.0;5545320667.0;22709116.0;0.0;118621.0;7.7;7.5;2803352667.0;28000.0;;12317081858.0;487189040.0
2017-03-08T02:00:00+01:00;3;43839871000.0;1145638000.0;2988456073.0;45088942373.0;10843254858.0;34245687515.0;1430275962.0;4407493146.0;5203264560.0;23204653846.0;5864726416.0;5842085333.0;22641083.0;0.0;118621.0;7.7;7.5;3113151667.0;26333.0;;12273530820.0;481560970.0
2017-03-08T03:30:00+01:00;3;39870450000.0;1800286000.0;2639455119.0;41808584334.0;10921953893.0;30886630441.0;1524769151.0;4765947328.0;5262737441.0;19333176521.0;6806393751.0;6784026333.0;22367418.0;0.0;118621.0;7.7;7.4;4059173000.0;28000.0;;12446723044.0;428518297.0
2017-03-08T06:30:00+01:00;3;47265816000.0;2390053000.0;3306224028.0;49139373759.0;13506420236.0;35632953523.0;1861083012.0;5949638736.0;5404018120.0;22418213655.0;8031006561.0;8003475000.0;27531561.0;5210720.0;118621.0;7.6;7.1;5307475333.0;5246053.0;;15367503248.0;461171773.0
2017-03-08T11:30:00+01:00;3;50005024000.0;3077683000.0;3571326585.0;54082587917.0;15586047240.0;38496540677.0;2247791567.0;8327808339.0;7309484571.0;20611456201.0;11199300460.0;9864245000.0;1335055460.0;1312164203.0;118621.0;9.3;8.1;6063701667.0;2433834870.0;;17833838807.0;472726957.0
2017-03-08T13:30:00+01:00;3;48137091000.0;3599886000.0;3389483515.0;52539957483.0;15104462842.0;37435494641.0;2097991381.0;7504318069.0;6139943708.0;21693241483.0;11819257641.0;10471997667.0;1347259974.0;1324460002.0;118621.0;10.2;9.0;6512432333.0;2582519669.0;;17202454223.0;427021643.0
2017-03-08T14:00:00+01:00;3;47838707000.0;3756416000.0;3360858120.0;52162700131.0;15108675753.0;37054024378.0;2178162133.0;7900792825.0;6313488082.0;20661581338.0;11863169981.0;10569699000.0;1293470981.0;1270853317.0;118621.0;10.3;9.1;6687927333.0;2448842650.0;;17286837886.0;421902730.0
2017-03-08T15:00:00+01:00;3;45846773000.0;4017605000.0;3172742637.0;49986997627.0;14902635342.0;35084362285.0;2209080524.0;8111472718.0;6422774734.0;18341034309.0;11733753912.0;10714829667.0;1018924245.0;996147169.0;118621.0;10.5;9.3;6991919667.0;1996071502.0;;17111715866.0;403181647.0
2017-03-08T19:30:00+01:00;3;50955429000.0;3331703000.0;3665598165.0;52778762448.0;12721310053.0;40057452395.0;1760608885.0;5983511738.0;6347023120.0;25966308651.0;9304813177.0;9272461000.0;32352177.0;8547080.0;118621.0;9.9;8.2;6435143000.0;8580080.0;;14481918938.0;484178563.0
2017-03-08T22:30:00+01:00;3;45721646000.0;2959316000.0;3161098863.0;47626136911.0;11070336825.0;36555800086.0;1467497967.0;4511649664.0;5092419393.0;25484233063.0;8488212998.0;8464819333.0;23393665.0;0.0;118621.0;9.4;7.7;5648169667.0;27000.0;;12537834792.0;463307223.0
2017-03-09T01:30:00+01:00;3;40141550000.0;2407302000.0;2662635924.0;42236868483.0;10639746777.0;31597121706.0;1352346958.0;4075636330.0;4858260458.0;21310877960.0;7588302452.0;7565638000.0;22664452.0;0.0;118476.0;9.4;7.6;4762072667.0;28000.0;;11992093735.0;423046044.0
2017-03-09T02:00:00+01:00;3;39809158000.0;2377223000.0;2634227565.0;41849476755.0;10652190808.0;31197285947.0;1323433856.0;4021476538.0;4678810544.0;21173565009.0;7468173480.0;7445670333.0;22503147.0;0.0;118476.0;9.3;7.6;4650572000.0;22000.0;;11975624664.0;416404160.0
2017-03-09T02:30:00+01:00;3;38223149000.0;2363196000.0;2500664601.0;40343912892.0;10637968255.0;29705944637.0;1357033002.0;4141100245.0;4691521012.0;19516290378.0;7387563457.0;7365060333.0;22503124.0;0.0;118476.0;9.3;7.5;4573137000.0;26333.0;;11995001257.0;402938964.0
2017-03-09T05:30:00+01:00;3;38341576000.0;2265272000.0;2510524188.0;40314631457.0;12132846417.0;28181785040.0;1584494817.0;5020513640.0;4721674968.0;16855101615.0;7140930862.0;7118427667.0;22503195.0;0.0;118476.0;9.4;7.3;4329976667.0;29333.0;;13717341234.0;392079216.0
2017-03-09T11:00:00+01:00;3;46108401000.0;2555159000.0;3197154701.0;49730465465.0;15496873266.0;34233592199.0;2117481113.0;8150094406.0;6946624456.0;17019392224.0;9815987416.0;8561799333.0;1254188083.0;1231136309.0;118476.0;10.4;8.0;4306048333.0;2723421309.0;;17614354379.0;441609250.0
2017-03-09T14:30:00+01:00;3;42209469000.0;2398289000.0;2842616065.0;45857131372.0;14800689477.0;31056441895.0;2035691353.0;7492048341.0;5799636984.0;15729065217.0;9283466497.0;8126091667.0;1157374830.0;1134277966.0;118476.0;11.7;9.3;3708181333.0;2779207633.0;;16836380830.0;394899060.0
2017-03-09T16:00:00+01:00;3;40776093000.0;1709991000.0;2717268857.0;43493673333.0;14302122658.0;29191550675.0;1995084288.0;7437363569.0;5887953660.0;13871149159.0;7531187087.0;6873060667.0;658126420.0;634756010.0;118476.0;12.0;9.6;2908284000.0;1816077677.0;;16297206946.0;386346897.0
2017-03-09T17:00:00+01:00;3;40719333000.0;1119717000.0;2712360507.0;42533278441.0;13621132802.0;28912145639.0;1842094298.0;6934913077.0;5886290474.0;14248847790.0;6025533531.0;5695346667.0;330186864.0;306930658.0;118476.0;11.7;9.2;2288043000.0;912201325.0;;15463227100.0;379510583.0
2017-03-09T19:00:00+01:00;3;49388773000.0;795293000.0;3510830737.0;49400856274.0;12842337402.0;36558518872.0;1650435615.0;6010343674.0;6109043632.0;22788695951.0;4810700988.0;4770301667.0;40399321.0;17143401.0;118476.0;11.1;8.5;1928123667.0;17331734.0;;14492773017.0;492493976.0
2017-03-10T00:00:00+01:00;3;44163545000.0;461293000.0;3017821988.0;43969901819.0;10704062424.0;33265839395.0;1395496060.0;4201848807.0;5126518036.0;22541976492.0;3765900362.0;3742802000.0;23098362.0;0.0;118475.0;10.5;7.7;895900000.0;26667.0;;12099558484.0;480428554.0
2017-03-10T03:00:00+01:00;3;37399477000.0;477104000.0;2432597062.0;37670099415.0;10532297557.0;27137801858.0;1347029457.0;4158793327.0;4596650795.0;17035328278.0;3574453301.0;3551675000.0;22778301.0;0.0;118475.0;10.3;7.6;706073000.0;25000.0;;11879327014.0;394129824.0
